uf;cod_mun_ibge;nome_municipio;partido;coligacao;n_partidos;espvida;mort1;e_anosestudo;t_analf25m;ppob;rdpc;agua_esgoto;i_escolaridade;p_super;t_des18m;gini
SP;3530102;Mirandópolis;PMDB-PSDB-PFL;Não-coligado;1;71,24;21,10;11,33;13,89;35,11;548,93;2,34;0,390;8,04;11,48;0,52
SP;3517901;Guaraci;PMDB-PSDB-PFL;Coligado;3;71,79;20,00;10,37;13,97;40,85;468,65;0,00;0,333;9,69;13,24;0,48
SP;3502804;Araçatuba;PMDB-PSDB-PFL;Coligado;5;72,75;18,30;10,85;7,82;24,75;994,30;0,14;0,525;14,31;13,94;0,62
SP;3513702;Descalvado;PMDB-PSDB-PFL;Coligado;2;74,13;16,00;10,52;10,27;29,78;708,89;0,16;0,407;6,99;12,90;0,54
SP;3537107;Pedreira;PMDB-PSDB-PFL;Coligado;3;75,15;14,40;9,90;8,91;18,94;716,18;0,07;0,361;5,87;7,18;0,46
SP;3525805;Júlio Mesquita;PMDB-PSDB-PFL;Coligado;5;69,49;24,60;9,99;20,80;56,17;421,47;3,47;0,290;7,23;9,26;0,55
SP;3554607;Timburi;PMDB-PSDB-PFL;Coligado;3;68,80;26,10;10,47;17,79;43,84;395,30;5,15;0,256;3,55;2,47;0,47
SP;3502507;Aparecida;PMDB-PSDB-PFL;Coligado;6;72,82;18,20;10,18;7,03;33,45;636,55;0,15;0,489;9,08;14,31;0,53
SP;3512506;Coroados;PMDB-PSDB-PFL;Não-coligado;3;72,54;18,70;11,07;12,94;40,86;483,85;0,26;0,336;7,25;6,68;0,52
SP;3502002;Analândia;PMDB-PSDB-PFL;Coligado;3;73,46;17,10;9,95;10,20;30,09;625,27;0,00;0,410;8,15;9,38;0,51
SP;3524600;Jacupiranga;PMDB-PSDB-PFL;Não-coligado;3;69,00;25,70;9,35;16,67;49,77;535,20;5,30;0,367;7,81;16,23;0,60
SP;3544806;Sales;PMDB-PSDB-PFL;Coligado;2;71,76;20,10;9,32;17,16;42,22;462,13;1,70;0,351;4,00;8,87;0,50
SP;3501152;Alumínio;PMDB-PSDB-PFL;Coligado;3;70,48;22,60;9,72;9,33;25,69;597,76;0,31;0,505;5,91;22,25;0,42
SP;3515400;Fartura;PMDB-PSDB-PFL;Coligado;2;72,35;19,00;9,58;12,76;45,90;485,01;1,22;0,329;7,16;7,47;0,54
SP;3501103;Alto Alegre;PMDB-PSDB-PFL;Coligado;2;72,22;19,20;11,17;16,18;46,75;407,89;0,79;0,302;4,45;7,83;0,47
SP;3517406;Guaíra;PMDB-PSDB-PFL;Coligado;4;73,02;17,80;10,54;11,37;33,51;607,99;0,14;0,348;8,04;13,78;0,52
SP;3547205;Santana da Ponte Pensa;PMDB-PSDB-PFL;Coligado;2;74,91;14,70;11,55;24,46;38,55;488,37;2,13;0,277;2,66;6,98;0,48
SP;3512100;Colômbia;PMDB-PSDB-PFL;Coligado;3;71,78;20,00;9,77;15,76;44,96;543,21;1,36;0,233;3,76;11,13;0,57
SP;3534500;Oscar Bressane;PMDB-PSDB-PFL;Coligado;2;70,88;21,80;10,02;20,36;41,40;543,29;0,84;0,386;7,26;10,17;0,50
SP;3534005;Onda Verde;PMDB-PSDB-PFL;Coligado;2;72,05;19,60;9,20;14,22;44,93;402,55;0,32;0,290;2,29;19,78;0,44
SP;3508900;Caiabu;PMDB-PSDB-PFL;Coligado;2;72,58;18,60;10,33;20,52;54,10;329,55;3,77;0,294;3,02;8,16;0,41
SP;3547106;Santa Mercedes;PMDB-PSDB-PFL;Coligado;3;70,32;22,90;10,36;23,32;54,04;363,84;0,00;0,340;5,12;13,21;0,50
SP;3507456;Borebi;PMDB-PSDB-PFL;Coligado;1;70,61;22,30;10,05;20,68;44,24;367,97;1,17;0,216;1,06;8,68;0,40
SP;3531407;Monte Aprazível;PMDB-PSDB-PFL;Coligado;2;73,36;17,20;11,26;12,37;30,03;647,94;0,23;0,428;11,68;9,82;0,51
SP;3518859;Guatapará;PMDB-PSDB-PFL;Coligado;3;72,76;18,30;10,06;15,79;30,60;701,23;1,14;0,330;2,15;12,60;0,49
SP;3509908;Cananéia;PMDB-PSDB-PFL;Coligado;2;73,44;17,10;9,97;14,36;52,81;478,57;2,17;0,351;6,82;12,77;0,58
SP;3521002;Iperó;PMDB-PSDB-PFL;Não-coligado;5;68,31;27,20;9,56;10,43;38,60;470,84;6,20;0,345;3,23;16,98;0,48
SP;3549508;São José da Bela Vista;PMDB-PSDB-PFL;Coligado;2;70,05;23,40;9,62;17,22;51,03;384,22;0,44;0,272;4,76;8,20;0,47
SP;3528106;Macaubal;PMDB-PSDB-PFL;Coligado;2;72,43;18,90;11,25;14,18;36,79;531,24;0,35;0,342;8,39;6,06;0,50
SP;3534203;Orindiúva;PMDB-PSDB-PFL;Coligado;3;71,38;20,80;10,49;13,12;31,99;576,51;0,00;0,336;3,80;8,30;0,50
SP;3543006;Ribeirão Branco;PMDB-PSDB-PFL;Coligado;2;66,95;30,40;8,04;21,81;79,65;240,88;16,35;0,160;1,65;7,82;0,59
SP;3537503;Pereiras;PMDB-PSDB-PFL;Coligado;2;73,82;16,50;10,14;14,05;31,36;574,04;0,22;0,341;6,92;10,23;0,51
SP;3549003;São Francisco;PMDB-PSDB-PFL;Coligado;2;70,40;22,70;10,75;21,19;45,86;378,25;0,00;0,273;6,81;6,14;0,47
SP;3515806;Flora Rica;PMDB-PSDB-PFL;Coligado;2;69,34;24,90;11,55;21,70;51,75;364,44;0,19;0,334;4,23;7,50;0,46
SP;3538105;Pindorama;PMDB-PSDB-PFL;Não-coligado;3;73,12;17,70;10,36;13,85;29,94;516,27;0,64;0,323;6,86;9,76;0,46
SP;3552551;Suzanápolis;PMDB-PSDB-PFL;Coligado;2;69,29;25,00;10,26;22,52;50,41;376,12;1,89;0,252;6,49;5,78;0,48
SP;3539400;Piratininga;PMDB-PSDB-PFL;Coligado;3;73,34;17,30;10,08;12,16;30,65;690,78;2,66;0,422;8,63;10,02;0,52
SP;3527256;Lourdes;PMDB-PSDB-PFL;Coligado;1;72,11;19,40;9,48;19,26;60,66;347,27;0,37;0,285;7,50;7,12;0,47
SP;3546108;Santa Clara d'Oeste;PMDB-PSDB-PFL;Coligado;2;70,39;22,70;10,90;22,79;49,88;385,33;0,21;0,273;6,27;16,85;0,46
SP;3522109;Itanhaém;PMDB-PSDB-PFL;Coligado;6;70,54;22,40;10,26;10,37;38,82;570,23;2,40;0,420;5,61;19,39;0,54
SP;3553955;Tarumã;PMDB-PSDB-PFL;Coligado;3;72,56;18,60;10,54;16,42;39,95;473,46;0,09;0,368;2,89;16,31;0,48
SP;3534104;Oriente;PMDB-PSDB-PFL;Coligado;3;71,66;20,30;10,72;13,62;41,34;508,42;1,37;0,405;9,06;10,62;0,48
SP;3555406;Ubatuba;PMDB-PSDB-PFL;Coligado;4;69,88;23,80;9,56;11,26;36,15;635,69;0,72;0,409;5,77;16,63;0,57
SP;3539103;Pirapora do Bom Jesus;PMDB-PSDB-PFL;Coligado;4;70,46;22,60;9,99;13,90;46,05;483,15;4,95;0,336;3,66;18,14;0,53
SP;3553856;Taquarivaí;PMDB-PSDB-PFL;Coligado;2;69,69;24,20;8,39;16,61;70,63;339,15;20,50;0,152;1,28;7,44;0,62
SP;3547304;Santana de Parnaíba;PMDB-PSDB-PFL;Coligado;3;73,29;17,40;9,66;10,24;31,42;1565,51;4,20;0,472;18,73;17,95;0,71
SP;3512209;Conchal;PMDB-PSDB-PFL;Coligado;4;72,63;18,50;9,06;15,38;44,61;494,44;3,10;0,264;4,23;9,43;0,53
SP;3519907;Iepê;PMDB-PSDB-PFL;Coligado;3;69,73;24,10;11,17;17,10;53,13;442,66;2,23;0,359;8,25;14,39;0,56
SP;3543253;Ribeirão Grande;PMDB-PSDB-PFL;Coligado;4;69,60;24,40;8,84;22,25;68,35;333,16;11,48;0,226;1,13;12,68;0,62
SP;3503950;Aspásia;PMDB-PSDB-PFL;Coligado;1;73,69;16,70;9,85;21,91;58,94;350,36;1,30;0,268;3,81;4,44;0,54
SP;3517604;Guapiara;PMDB-PSDB-PFL;Coligado;3;69,60;24,40;9,13;22,17;71,90;340,91;27,53;0,215;2,94;13,47;0,69
SP;3546801;Santa Isabel;PMDB-PSDB-PFL;Coligado;3;71,82;20,00;9,66;14,17;35,51;544,67;5,98;0,353;4,99;18,10;0,51
SP;3555505;Ubirajara;PMDB-PSDB-PFL;Coligado;2;69,33;25,00;10,41;17,28;52,00;360,41;0,17;0,296;6,36;6,93;0,47
SP;3507308;Boracéia;PMDB-PSDB-PFL;Coligado;1;74,43;15,50;9,34;14,94;37,29;507,98;0,30;0,296;4,23;6,76;0,48
SP;3520806;Inúbia Paulista;PMDB-PSDB-PFL;Coligado;2;72,40;18,90;10,95;19,06;47,76;400,62;3,11;0,351;6,62;8,56;0,45
SP;3537909;Pilar do Sul;PMDB-PSDB-PFL;Coligado;2;69,39;24,80;9,96;16,10;60,90;470,75;0,88;0,318;4,79;12,83;0,64
SP;3503901;Arujá;Outros;Coligado;3;72,75;18,30;10,16;10,42;35,80;684,36;3,69;0,446;7,64;20,74;0,57
SP;3530003;Mira Estrela;Outros;Coligado;2;70,84;21,80;10,87;16,61;46,92;362,58;0,31;0,295;3,50;8,52;0,45
SP;3520004;Igaraçu do Tietê;Outros;Coligado;3;70,62;22,30;9,85;16,23;31,35;494,08;0,00;0,255;3,25;10,42;0,45
SP;3513504;Cubatão;Outros;Coligado;4;70,36;22,80;9,24;11,72;32,71;540,04;1,18;0,427;4,92;23,32;0,47
SP;3546256;Santa Cruz da Esperança;Outros;Coligado;2;72,26;19,20;10,96;12,68;43,81;530,19;0,00;0,308;2,90;6,45;0,55
SP;3503703;Ariranha;Outros;Coligado;4;71,44;20,70;10,66;14,31;30,55;434,95;0,00;0,280;8,42;8,68;0,39
SP;3508603;Cachoeira Paulista;Outros;Coligado;6;73,79;16,50;9,90;8,32;41,88;555,87;1,07;0,467;11,26;15,17;0,54
SP;3540606;Porto Feliz;Outros;Coligado;4;71,63;20,30;9,62;9,59;28,86;576,34;0,70;0,367;5,56;10,25;0,47
SP;3519600;Ibitinga;Outros;Coligado;3;72,69;18,40;9,85;10,45;24,96;648,92;0,15;0,378;5,98;9,34;0,50
SP;3506508;Birigui;Outros;Coligado;3;72,43;18,80;10,45;9,20;20,40;734,42;0,08;0,454;7,24;6,32;0,52
SP;3513900;Divinolândia;Outros;Coligado;2;73,09;17,70;9,77;11,74;45,16;470,94;1,28;0,266;4,99;3,31;0,50
SP;3537602;Peruíbe;Outros;Coligado;5;70,54;22,40;9,86;10,80;38,99;631,29;2,63;0,443;7,14;22,43;0,57
SP;3509304;Cajobi;Outros;Coligado;2;72,41;18,90;10,36;13,37;50,24;418,34;0,14;0,275;5,82;14,89;0,50
SP;3528601;Manduri;Outros;Coligado;4;70,71;22,10;10,36;11,10;37,05;484,67;1,00;0,332;5,62;6,48;0,48
SP;3522604;Itapira;Outros;Coligado;3;73,49;17,00;10,10;12,20;23,81;713,45;0,24;0,392;7,71;9,84;0,52
SP;3500907;Altair;Outros;Coligado;2;67,97;28,00;10,24;18,36;45,61;436,52;0,59;0,296;2,51;12,24;0,49
SP;3518008;Guarani d'Oeste;Outros;Coligado;2;71,07;21,40;10,45;19,85;50,22;395,59;0,87;0,267;3,85;14,80;0,51
SP;3553005;Taguaí;Outros;Coligado;2;72,72;18,40;9,29;15,59;45,08;436,22;0,32;0,269;5,53;4,76;0,50
SP;3520301;Iguape;Outros;Coligado;5;71,65;20,30;10,35;12,73;53,98;477,07;6,91;0,369;8,05;16,43;0,60
SP;3539301;Pirassununga;Outros;Não-coligado;6;74,01;16,20;10,16;7,48;22,37;789,94;0,18;0,501;11,98;12,28;0,51
SP;3542008;Quintana;Outros;Coligado;2;71,14;21,30;10,48;18,97;48,84;432,63;1,05;0,348;5,12;12,89;0,52
SP;3506359;Bertioga;Outros;Coligado;4;70,36;22,80;9,46;10,16;27,96;679,76;1,00;0,391;5,26;14,11;0,51
SP;3538501;Piquete;Outros;Coligado;6;72,85;18,10;10,62;8,64;37,03;566,59;0,84;0,491;9,36;20,49;0,50
SP;3520202;Igaratá;Outros;Coligado;2;71,50;20,60;9,84;18,11;45,70;489,94;3,59;0,287;4,84;9,40;0,52
SP;3553708;Taquaritinga;Outros;Coligado;4;72,08;19,50;10,18;12,44;35,78;604,77;0,24;0,387;8,01;14,85;0,54
SP;3508108;Buritama;Outros;Coligado;2;69,95;23,60;10,59;15,28;36,86;581,57;0,37;0,369;6,74;10,76;0,56
SP;3548054;Santo Antônio do Aracanguá;Outros;Coligado;3;71,24;21,10;11,22;18,39;37,52;412,23;0,90;0,339;2,42;13,85;0,41
SP;3556453;Vargem Grande Paulista;Outros;Coligado;3;73,30;17,30;10,18;10,16;27,99;645,98;0,70;0,402;4,94;17,03;0,51
SP;3518206;Guararapes;Outros;Coligado;3;71,41;20,70;10,51;11,90;38,00;550,34;0,79;0,439;8,68;12,05;0,51
SP;3555901;Uru;Outros;Coligado;2;69,52;24,50;9,77;15,23;42,12;419,88;0,00;0,371;4,13;7,45;0,47
SP;3521150;Ipiguá;Outros;Coligado;2;72,62;18,50;10,56;13,79;35,38;503,19;11,48;0,296;2,32;10,54;0,47
SP;3556206;Valinhos;Outros;Coligado;6;73,65;16,80;10,43;7,02;14,24;1115,34;0,22;0,502;11,34;10,65;0,54
SP;3547650;Santa Salete;PMDB-PSDB-PFL;Coligado;2;75,82;13,40;11,54;16,63;43,21;396,71;3,47;0,305;4,42;6,39;0,45
SP;3501202;Álvares Florence;PMDB-PSDB-PFL;Coligado;2;71,18;21,20;11,04;17,28;42,82;496,24;1,04;0,329;9,28;5,86;0,53
SP;3508207;Buritizal;PMDB-PSDB-PFL;Coligado;2;71,29;21,00;9,05;11,22;41,60;453,19;0,15;0,271;5,04;4,92;0,45
SP;3541000;Praia Grande;PMDB-PSDB-PFL;Coligado;3;73,05;17,80;9,90;8,08;27,81;759,05;1,06;0,470;6,60;19,93;0,55
SP;3517703;Guará;PMDB-PSDB-PFL;Coligado;3;69,58;24,40;8,89;16,14;45,71;489,22;0,00;0,337;7,58;8,52;0,53
SP;3521309;Ipuã;PMDB-PSDB-PFL;Coligado;2;72,26;19,20;10,30;15,31;37,95;560,92;0,00;0,291;5,51;13,88;0,55
SP;3517307;Guaimbê;PMDB-PSDB-PFL;Coligado;2;70,97;21,60;10,34;18,09;58,65;395,73;1,13;0,314;5,70;13,17;0,54
SP;3511300;Cedral;PMDB-PSDB-PFL;Coligado;2;76,41;12,50;9,65;12,10;29,81;567,38;3,23;0,322;9,53;12,28;0,47
SP;3545803;Santa Bárbara d'Oeste;PMDB-PSDB-PFL;Coligado;3;73,95;16,20;10,54;8,05;19,40;645,61;0,45;0,423;5,36;13,68;0,44
SP;3540002;Pompéia;PMDB-PSDB-PFL;Coligado;2;74,96;14,60;11,03;11,33;33,77;620,79;0,48;0,487;9,33;12,08;0,51
SP;3544608;Sabino;PMDB-PSDB-PFL;Coligado;3;71,17;21,20;9,60;14,71;40,74;543,33;0,00;0,316;6,30;9,70;0,52
SP;3548104;Santo Antônio do Jardim;PMDB-PSDB-PFL;Coligado;2;71,54;20,50;7,80;15,12;37,55;468,08;0,69;0,289;4,81;3,60;0,46
SP;3537008;Pedregulho;PMDB-PSDB-PFL;Coligado;2;72,42;18,90;9,80;14,18;44,01;469,81;0,58;0,338;7,54;10,92;0,51
SP;3548005;Santo Antônio de Posse;PMDB-PSDB-PFL;Coligado;5;73,05;17,80;9,63;14,43;32,77;630,13;0,37;0,304;4,42;10,37;0,54
SP;3542909;Ribeirão Bonito;PMDB-PSDB-PFL;Coligado;3;71,66;20,30;10,03;15,38;39,67;535,47;0,18;0,371;6,56;11,52;0,52
SP;3527900;Lutécia;PMDB-PSDB-PFL;Coligado;2;71,11;21,30;11,90;16,57;46,09;417,23;1,10;0,351;7,88;12,89;0,48
SP;3510005;Cândido Mota;PMDB-PSDB-PFL;Coligado;5;72,88;18,10;10,55;14,07;41,48;519,14;0,30;0,339;8,01;12,70;0,52
SP;3500204;Adolfo;PMDB-PSDB-PFL;Não-coligado;4;73,09;17,70;11,51;16,75;29,77;439,57;0,85;0,321;4,09;10,21;0,38
SP;3546504;Santa Ernestina;PMDB-PSDB-PFL;Coligado;2;69,40;24,80;10,34;12,39;39,55;469,41;0,00;0,361;6,01;16,03;0,47
SP;3544707;Sagres;PMDB-PSDB-PFL;Coligado;2;69,34;24,90;11,48;24,47;61,46;269,22;5,20;0,267;4,17;15,69;0,44
SP;3542503;Reginópolis;PMDB-PSDB-PFL;Coligado;2;70,77;22,00;10,14;15,19;41,30;520,83;1,22;0,336;5,08;9,76;0,49
SP;3515301;Estrela do Norte;PMDB-PSDB-PFL;Coligado;1;70,65;22,20;10,52;20,00;58,89;362,31;1,11;0,342;4,41;7,50;0,53
SP;3542701;Restinga;PMDB-PSDB-PFL;Coligado;2;71,90;19,80;9,54;17,91;45,97;358,64;0,48;0,379;6,01;7,24;0,44
SP;3518107;Guarantã;PMDB-PSDB-PFL;Coligado;3;69,78;24,00;9,75;18,55;56,47;437,51;1,77;0,245;3,65;10,82;0,57
SP;3556503;Várzea Paulista;PMDB-PSDB-PFL;Coligado;3;73,00;17,90;10,04;9,03;28,73;525,31;2,63;0,381;2,26;20,55;0,42
SP;3538600;Piracaia;PMDB-PSDB-PFL;Coligado;3;71,94;19,80;9,13;14,87;34,05;583,85;2,15;0,333;5,32;7,67;0,51
SP;3525854;Jumirim;PMDB-PSDB-PFL;Coligado;2;71,54;20,50;9,72;9,93;25,46;496,16;0,00;0,355;5,05;5,80;0,40
SP;3512001;Colina;PMDB-PSDB-PFL;Coligado;5;73,13;17,60;10,59;12,33;43,55;530,85;0,00;0,367;7,22;12,62;0,55
SP;3535200;Palmeira d'Oeste;PMDB-PSDB-PFL;Coligado;3;72,20;19,30;10,98;15,95;46,00;465,41;0,97;0,342;6,32;4,86;0,51
SP;3545506;Sandovalina;PMDB-PSDB-PFL;Coligado;3;72,01;19,60;10,91;18,07;53,14;377,99;1,87;0,398;4,14;13,39;0,51
SP;3545605;Santa Adélia;PMDB-PSDB-PFL;Coligado;5;73,78;16,50;10,98;12,88;28,50;560,11;1,81;0,272;5,13;7,64;0,46
SP;3524006;Itupeva;PMDB-PSDB-PFL;Coligado;2;73,27;17,40;9,82;11,26;20,72;778,37;0,54;0,387;6,27;11,53;0,53
SP;3514957;Embaúba;PMDB-PSDB-PFL;Coligado;2;73,40;17,20;12,02;14,53;29,62;566,01;0,48;0,244;4,36;21,81;0,48
SP;3535507;Paraguaçu Paulista;PMDB-PSDB-PFL;Coligado;3;70,22;23,10;10,22;12,50;45,75;543,04;0,47;0,406;9,75;17,77;0,58
SP;3536505;Paulínia;PMDB-PSDB-PFL;Coligado;3;73,26;17,40;9,92;7,97;15,66;1000,58;0,11;0,484;7,03;15,18;0,56
SP;3515905;Floreal;PMDB-PSDB-PFL;Não-coligado;2;72,48;18,80;10,81;13,70;39,10;550,37;2,29;0,330;10,77;10,03;0,50
SP;3508504;Caçapava;PMDB-PSDB-PFL;Coligado;3;74,02;16,20;10,48;7,88;27,92;723,04;2,47;0,506;8,89;19,87;0,52
SP;3514700;Echaporã;PMDB-PSDB-PFL;Coligado;2;72,65;18,50;10,72;16,58;46,87;453,75;0,79;0,333;7,94;6,58;0,52
SP;3535408;Panorama;PMDB-PSDB-PFL;Coligado;3;72,19;19,30;9,95;15,23;45,88;576,92;0,94;0,349;4,22;12,00;0,61
SP;3543238;Ribeirão dos Índios;PMDB-PSDB-PFL;Coligado;2;70,50;22,50;11,52;19,67;65,33;284,63;5,28;0,298;5,32;6,65;0,42
SP;3512902;Cosmorama;PMDB-PSDB-PFL;Coligado;3;73,07;17,70;10,50;16,73;43,98;444,85;2,33;0,271;7,00;6,70;0,50
SP;3530706;Mogi Guaçu;PMDB-PSDB-PFL;Coligado;3;73,85;16,40;10,33;9,06;24,44;701,05;0,32;0,432;8,50;12,79;0,51
SP;3536307;Patrocínio Paulista;PMDB-PSDB-PFL;Coligado;4;73,14;17,60;10,05;12,34;40,46;528,13;0,65;0,350;6,82;7,80;0,52
SP;3546603;Santa Fé do Sul;PMDB-PSDB-PFL;Coligado;4;73,53;17,00;10,23;13,16;31,35;708,55;0,01;0,431;13,11;13,83;0,57
SP;3502903;Araçoiaba da Serra;PMDB-PSDB-PFL;Coligado;4;73,15;17,60;9,69;10,05;35,26;611,77;0,67;0,382;7,43;10,34;0,53
SP;3500402;Águas da Prata;PMDB-PSDB-PFL;Não-coligado;3;73,44;17,10;10,24;10,21;29,63;680,16;0,00;0,399;9,80;9,28;0,54
SP;3529302;Matão;PMDB-PSDB-PFL;Coligado;2;72,90;18,00;10,25;11,04;29,99;627,64;0,08;0,419;6,78;18,38;0,52
SP;3555802;Urânia;PMDB-PSDB-PFL;Coligado;3;70,24;23,00;11,15;17,53;44,86;468,48;1,59;0,364;6,99;8,01;0,51
SP;3526803;Lençóis Paulista;PMDB-PSDB-PFL;Coligado;2;74,26;15,80;10,26;10,61;23,87;690,13;0,20;0,398;7,62;14,31;0,51
SP;3500709;Agudos;PMDB-PSDB-PFL;Coligado;4;71,60;20,40;10,48;11,12;39,13;530,21;0,81;0,432;6,92;17,64;0,53
SP;3530904;Mombuca;PMDB-PSDB-PFL;Coligado;4;72,26;19,20;8,81;18,79;47,29;564,90;4,07;0,233;1,79;15,08;0,61
SP;3556800;Viradouro;PMDB-PSDB-PFL;Coligado;2;72,24;19,20;10,28;11,08;36,57;521,69;0,00;0,320;7,49;8,98;0,49
SP;3536406;Paulicéia;PMDB-PSDB-PFL;Não-coligado;2;70,32;22,90;10,34;18,92;54,81;440,71;1,58;0,313;3,16;12,24;0,56
SP;3529005;Marília;PMDB-PSDB-PFL;Coligado;2;73,09;17,70;10,47;8,49;24,51;830,87;0,70;0,503;13,28;12,56;0,56
SP;3521606;Irapuru;PMDB-PSDB-PFL;Não-coligado;3;72,31;19,10;10,10;18,51;56,51;406,78;5,98;0,340;8,40;9,35;0,55
SP;3550209;São Miguel Arcanjo;PMDB-PSDB-PFL;Coligado;3;69,77;24,00;9,40;13,08;46,68;475,98;3,46;0,306;6,36;11,36;0,55
SP;3507407;Borborema;PMDB-PSDB-PFL;Coligado;2;72,02;19,60;10,83;14,68;36,39;527,24;0,42;0,287;4,51;8,20;0,50
SP;3550506;São Pedro do Turvo;PMDB-PSDB-PFL;Coligado;1;71,32;20,90;10,33;15,64;54,21;354,27;0,59;0,261;6,20;4,22;0,48
SP;3527306;Louveira;PMDB-PSDB-PFL;Coligado;5;74,13;16,00;9,78;10,65;21,38;673,68;0,10;0,345;2,99;11,30;0,47
SP;3529708;Miguelópolis;PMDB-PSDB-PFL;Coligado;3;72,75;18,30;10,43;16,99;44,17;545,12;0,94;0,339;6,61;13,50;0,57
SP;3502200;Angatuba;PMDB-PSDB-PFL;Não-coligado;4;71,27;21,00;9,52;12,02;46,79;499,03;3,56;0,306;5,81;9,72;0,55
SP;3550605;São Roque;PMDB-PSDB-PFL;Coligado;3;74,25;15,80;9,61;9,06;28,64;842,45;3,03;0,421;9,46;15,07;0,60
SP;3541802;Queiroz;PMDB-PSDB-PFL;Coligado;2;69,25;25,10;9,66;26,01;56,97;260,72;2,90;0,252;3,46;10,56;0,38
SP;3522000;Itaju;PMDB-PSDB-PFL;Coligado;2;72,98;17,90;11,34;9,82;33,98;446,15;0,49;0,272;2,94;7,54;0,41
SP;3523602;Itirapina;PMDB-PSDB-PFL;Coligado;3;71,99;19,70;10,13;10,46;35,44;646,74;2,03;0,366;7,44;10,01;0,54
SP;3529658;Mesópolis;PMDB-PSDB-PFL;Coligado;1;71,30;21,00;11,39;23,95;58,69;325,84;3,55;0,297;1,78;10,43;0,45
SP;3523404;Itatiba;PMDB-PSDB-PFL;Coligado;2;73,98;16,20;10,59;8,43;21,15;843,57;0,43;0,431;8,39;9,87;0,52
SP;3529500;Mendonça;PMDB-PSDB-PFL;Coligado;1;72,03;19,60;10,76;15,79;35,04;584,93;0,77;0,318;4,04;11,58;0,56
SP;3553500;Tapiraí;PMDB-PSDB-PFL;Coligado;3;70,91;21,70;8,89;19,03;55,47;431,72;7,77;0,265;3,19;11,37;0,57
SP;3531704;Monteiro Lobato;PMDB-PSDB-PFL;Coligado;3;73,16;17,60;9,24;18,69;51,56;530,84;0,71;0,318;5,14;13,54;0,60
SP;3533601;Nuporanga;PMDB-PSDB-PFL;Coligado;2;72,04;19,60;10,43;9,64;28,22;604,31;0,00;0,303;5,30;7,78;0,50
SP;3521804;Itaí;PMDB-PSDB-PFL;Coligado;4;70,71;22,10;9,07;16,10;51,20;400,91;1,59;0,273;3,92;13,19;0,52
SP;3525706;José Bonifácio;PMDB-PSDB-PFL;Coligado;2;73,20;17,50;10,51;12,46;30,09;669,65;0,77;0,387;7,34;10,47;0,56
SP;3533908;Olímpia;PMDB-PSDB-PFL;Coligado;2;73,07;17,70;10,57;10,73;34,59;696,23;2,09;0,399;9,68;14,01;0,59
SP;3501004;Altinópolis;PMDB-PSDB-PFL;Coligado;2;73,55;16,90;10,45;11,52;34,02;772,55;0,11;0,326;7,29;6,42;0,64
SP;3541604;Promissão;PMDB-PSDB-PFL;Coligado;4;71,50;20,60;10,55;11,34;38,76;526,30;2,03;0,364;6,77;10,26;0,50
SP;3541703;Quatá;PMDB-PSDB-PFL;Não-coligado;5;71,42;20,70;10,77;13,66;38,87;540,77;0,71;0,343;6,44;11,72;0,53
SP;3509254;Cajati;PMDB-PSDB-PFL;Não-coligado;4;69,56;24,50;8,89;18,94;58,50;347,32;5,52;0,326;3,49;20,39;0,53
SP;3523107;Itaquaquecetuba;PMDB-PSDB-PFL;Coligado;4;69,37;24,90;9,73;12,18;44,71;402,83;2,24;0,343;2,39;23,49;0,46
SP;3555356;Ubarana;PMDB-PSDB-PFL;Coligado;2;72,59;18,60;10,05;18,60;53,74;350,78;0,61;0,259;2,40;11,30;0,42
SP;3528304;Magda;PMDB-PSDB-PFL;Coligado;2;72,07;19,50;11,42;19,43;42,34;522,89;0,27;0,374;10,83;13,89;0,52
SP;3531803;Monte Mor;PMDB-PSDB-PFL;Coligado;3;72,08;19,50;9,35;13,65;36,49;528,16;0,75;0,349;3,81;19,06;0,50
SP;3547007;Santa Maria da Serra;PMDB-PSDB-PFL;Coligado;3;71,53;20,50;9,57;14,27;35,34;476,28;0,00;0,267;3,05;12,48;0,46
SP;3507209;Borá;PMDB-PSDB-PFL;Não-coligado;1;72,64;18,50;6,91;13,43;53,17;462,60;0,24;0,341;8,27;5,27;0,54
SP;3508702;Caconde;PMDB-PSDB-PFL;Coligado;2;73,01;17,80;9,41;14,19;50,33;493,61;1,60;0,308;7,19;5,28;0,59
SP;3515509;Fernandópolis;PMDB-PSDB-PFL;Coligado;3;75,27;14,20;10,94;11,77;28,82;721,82;0,38;0,452;12,65;11,33;0,54
SP;3532603;Nhandeara;PMDB-PSDB-PFL;Coligado;3;73,40;17,20;11,41;14,03;34,49;614,60;0,31;0,414;10,48;10,78;0,51
SP;3557154;Zacarias;PMDB-PSDB-PFL;Coligado;3;73,18;17,60;9,61;16,74;52,87;350,37;8,49;0,328;7,46;16,39;0,40
SP;3553401;Tanabi;PMDB-PSDB-PFL;Não-coligado;3;71,38;20,80;10,68;13,15;34,28;588,87;1,37;0,348;8,34;9,04;0,52
SP;3539608;Planalto;PMDB-PSDB-PFL;Coligado;2;70,70;22,10;10,14;18,61;51,27;561,09;0,57;0,249;2,60;12,35;0,65
SP;3536208;Pariquera-Açu;PMDB-PSDB-PFL;Coligado;4;72,55;18,60;10,22;11,62;51,77;470,51;7,96;0,344;7,01;13,75;0,57
