uf;cod_mun_ibge;nome_municipio;partido;coligacao;n_partidos;espvida;mort1;e_anosestudo;t_analf25m;ppob;rdpc;agua_esgoto;i_escolaridade;p_super;t_des18m;gini
BA;2907509;Catu;PMDB-PSDB-PFL;Coligado;2;65,72;39,85;8,23;21,14;66,50;294,78;5,83;0,317;2,04;26,18;0,57
BA;2926202;Riachão das Neves;PMDB-PSDB-PFL;Coligado;2;63,88;46,26;6,18;50,48;88,53;119,97;18,59;0,133;0,20;17,80;0,57
BA;2924504;Pindaí;PMDB-PSDB-PFL;Coligado;2;66,81;36,30;7,43;40,84;82,91;159,80;23,25;0,146;0,68;14,60;0,54
BA;2913507;Iguaí;PMDB-PSDB-PFL;Coligado;2;66,73;36,56;5,42;49,98;84,30;185,02;8,46;0,135;1,61;13,88;0,57
BA;2912202;Ibicoara;PMDB-PSDB-PFL;Não-coligado;2;62,13;52,84;7,11;37,90;76,71;259,90;7,09;0,095;0,54;3,09;0,56
BA;2915205;Itagibá;PMDB-PSDB-PFL;Coligado;2;64,73;43,25;7,04;47,02;86,29;148,30;12,95;0,155;0,66;16,59;0,53
BA;2903607;Biritinga;PMDB-PSDB-PFL;Não-coligado;3;61,21;56,49;5,49;45,03;87,51;159,21;14,04;0,123;0,41;1,47;0,59
BA;2923803;Paripiranga;PMDB-PSDB-PFL;Coligado;3;60,49;59,47;6,72;43,63;78,67;183,79;50,92;0,109;0,00;3,97;0,49
BA;2918209;Jiquiriçá;PMDB-PSDB-PFL;Coligado;3;65,78;39,66;7,56;45,67;79,21;186,22;7,28;0,135;0,71;8,25;0,49
BA;2902203;Aramari;PMDB-PSDB-PFL;Coligado;3;63,27;48,48;5,94;39,90;78,73;198,28;7,01;0,186;1,10;13,19;0,60
BA;2901353;Andorinha;PMDB-PSDB-PFL;Coligado;2;61,75;54,33;5,47;48,72;85,05;150,09;5,62;0,101;1,04;15,94;0,58
BA;2919926;Madre de Deus;PMDB-PSDB-PFL;Coligado;4;67,45;34,32;8,17;11,22;60,25;332,67;1,63;0,400;0,76;31,03;0,51
BA;2903508;Belo Campo;PMDB-PSDB-PFL;Coligado;4;64,87;42,75;5,78;43,14;77,43;198,83;25,34;0,104;0,44;12,05;0,52
BA;2919405;Licínio de Almeida;PMDB-PSDB-PFL;Coligado;2;67,84;33,11;7,63;40,27;82,30;214,99;18,95;0,163;0,50;10,03;0,66
BA;2924603;Pindobaçu;PMDB-PSDB-PFL;Coligado;2;63,23;48,62;6,26;39,48;82,92;160,03;31,34;0,126;0,20;14,75;0,61
BA;2918902;Lajedão;PMDB-PSDB-PFL;Coligado;2;64,42;44,31;7,64;44,04;70,69;308,16;25,86;0,177;0,98;19,48;0,61
BA;2902807;Barra da Estiva;PMDB-PSDB-PFL;Não-coligado;2;66,55;37,16;6,33;41,45;83,43;186,71;8,34;0,101;0,68;4,39;0,48
BA;2912301;Ibicuí;PMDB-PSDB-PFL;Coligado;2;63,31;48,34;5,22;44,78;78,38;216,34;8,35;0,138;1,21;10,62;0,56
BA;2917805;Jaguaripe;PMDB-PSDB-PFL;Coligado;3;65,13;41,85;5,61;47,05;88,53;144,45;19,71;0,152;0,24;9,95;0,54
BA;2913408;Igaporã;PMDB-PSDB-PFL;Coligado;2;67,24;34,96;7,06;40,61;85,63;195,13;16,00;0,161;3,74;11,53;0,63
BA;2911659;Guajeru;PMDB-PSDB-PFL;Coligado;2;66,81;36,30;5,97;50,19;78,04;160,70;14,57;0,029;0,00;7,02;0,49
BA;2929255;São Gabriel;PMDB-PSDB-PFL;Coligado;2;59,19;65,05;7,22;35,97;87,23;218,35;28,34;0,154;0,28;15,89;0,73
BA;2904050;Bonito;PMDB-PSDB-PFL;Coligado;2;58,13;69,84;5,25;34,55;88,04;149,09;50,39;0,064;0,00;5,14;0,41
BA;2919504;Livramento de Nossa Senhora;PMDB-PSDB-PFL;Coligado;2;65,20;41,62;7,75;35,30;77,33;229,32;11,49;0,215;1,38;10,01;0,57
BA;2919306;Lençóis;PMDB-PSDB-PFL;Coligado;2;63,74;46,77;7,17;36,09;76,90;227,73;12,71;0,249;2,66;14,02;0,60
BA;2901304;Andaraí;PMDB-PSDB-PFL;Coligado;4;63,43;47,88;6,14;46,40;85,54;166,27;15,52;0,128;2,08;16,51;0,64
BA;2918704;Lafaiete Coutinho;PMDB-PSDB-PFL;Coligado;2;63,09;49,16;3,71;43,66;85,91;161,54;32,47;0,133;0,00;8,92;0,51
BA;2923407;Palmas de Monte Alto;PMDB-PSDB-PFL;Coligado;3;66,53;37,21;6,72;48,22;89,17;219,03;19,06;0,091;0,52;13,14;0,76
BA;2917409;Jacaraci;PMDB-PSDB-PFL;Coligado;2;67,52;34,10;7,42;43,42;77,84;184,53;20,67;0,127;0,42;6,35;0,57
BA;2905305;Cafarnaum;PMDB-PSDB-PFL;Coligado;3;61,68;54,59;7,45;36,86;83,02;178,21;35,83;0,119;0,30;7,70;0,59
BA;2904001;Boninal;PMDB-PSDB-PFL;Coligado;2;67,51;34,11;8,02;39,94;79,77;157,73;5,31;0,121;0,15;8,07;0,58
BA;2901700;Antônio Cardoso;PMDB-PSDB-PFL;Coligado;2;66,65;36,81;6,61;46,58;87,39;151,88;23,71;0,113;0,23;6,83;0,54
BA;2921609;Morpará;PMDB-PSDB-PFL;Coligado;2;66,53;37,21;7,18;43,13;83,76;159,08;10,39;0,132;0,23;13,72;0,63
BA;2920502;Maracás;PMDB-PSDB-PFL;Coligado;2;62,71;50,61;7,69;39,32;88,12;146,50;42,94;0,127;0,79;18,19;0,49
BA;2913457;Igrapiúna;PMDB-PSDB-PFL;Coligado;3;66,65;36,81;4,69;48,33;90,97;131,21;16,57;0,085;0,61;14,11;0,55
BA;2933257;Vereda;PMDB-PSDB-PFL;Coligado;2;63,28;48,46;7,36;49,59;79,99;173,94;28,81;0,091;0,28;16,81;0,55
BA;2907103;Carinhanha;PMDB-PSDB-PFL;Coligado;3;64,03;45,71;6,72;48,20;86,88;133,12;18,66;0,133;0,16;12,74;0,57
BA;2927705;Santa Cruz Cabrália;PMDB-PSDB-PFL;Coligado;3;66,53;37,20;6,94;31,30;68,97;349,72;16,47;0,238;2,69;15,01;0,63
BA;2918308;Jitaúna;PMDB-PSDB-PFL;Não-coligado;3;66,29;37,98;7,13;45,47;90,06;134,77;15,31;0,133;0,34;25,05;0,60
BA;2930907;Tabocas do Brejo Velho;PMDB-PSDB-PFL;Coligado;3;65,27;41,38;7,62;48,41;81,34;149,13;25,42;0,173;0,37;4,16;0,59
BA;2922250;Muquém de São Francisco;PMDB-PSDB-PFL;Coligado;3;62,34;52,02;6,75;48,50;83,35;148,20;7,91;0,077;0,48;5,44;0,58
BA;2923308;Ouriçangas;PMDB-PSDB-PFL;Coligado;2;63,55;47,46;6,65;47,83;87,82;133,08;14,79;0,117;0,33;11,16;0,47
BA;2916856;Itatim;PMDB-PSDB-PFL;Coligado;3;65,40;40,95;6,89;38,78;81,99;183,80;17,20;0,177;0,38;11,92;0,54
BA;2904852;Cabaceiras do Paraguaçu;PMDB-PSDB-PFL;Coligado;2;62,86;50,02;6,75;50,17;88,23;133,14;42,58;0,100;0,25;3,05;0,57
BA;2903904;Bom Jesus da Lapa;PMDB-PSDB-PFL;Coligado;4;63,74;46,77;7,24;34,60;75,87;247,50;8,90;0,282;1,07;14,78;0,63
BA;2909703;Cristópolis;PMDB-PSDB-PFL;Coligado;2;64,39;44,42;7,70;51,39;85,94;149,21;23,97;0,150;0,00;9,67;0,53
BA;2914901;Itacaré;PMDB-PSDB-PFL;Coligado;4;64,79;43,03;4,96;43,14;86,43;165,24;12,37;0,148;0,82;8,08;0,58
BA;2918100;Jeremoabo;PMDB-PSDB-PFL;Coligado;2;59,20;65,00;6,31;52,98;81,61;162,20;12,51;0,108;0,00;9,84;0,63
BA;2900504;Érico Cardoso;PMDB-PSDB-PFL;Coligado;2;65,20;41,62;6,18;54,96;86,16;146,51;5,70;0,081;0,70;3,05;0,60
BA;2911253;Gavião;PMDB-PSDB-PFL;Coligado;2;64,77;43,11;7,52;38,22;83,43;161,03;4,50;0,116;0,22;9,45;0,49
BA;2908309;Conceição do Almeida;PMDB-PSDB-PFL;Coligado;3;65,34;41,13;7,63;39,69;83,67;181,79;26,00;0,212;0,98;16,35;0,50
BA;2932457;Umburanas;PMDB-PSDB-PFL;Coligado;2;58,97;66,00;5,80;51,51;88,27;135,05;42,96;0,061;0,00;7,36;0,55
BA;2918555;Jussari;PMDB-PSDB-PFL;Coligado;3;64,41;44,35;7,51;39,47;85,01;167,77;14,70;0,170;1,13;17,17;0,47
BA;2909109;Coribe;PMDB-PSDB-PFL;Coligado;2;65,37;41,04;6,88;42,92;89,22;115,46;7,45;0,114;0,22;12,57;0,61
BA;2909604;Crisópolis;PMDB-PSDB-PFL;Coligado;2;63,43;47,88;5,25;51,77;83,84;158,54;19,23;0,061;0,09;3,91;0,53
BA;2910206;Dom Macedo Costa;PMDB-PSDB-PFL;Não-coligado;2;65,05;42,12;8,05;37,53;79,48;190,34;10,49;0,162;0,00;8,52;0,48
BA;2912103;Ibicaraí;PMDB-PSDB-PFL;Coligado;4;62,59;51,06;6,47;36,79;80,49;211,44;13,16;0,220;3,55;21,50;0,60
BA;2924405;Pilão Arcado;PMDB-PSDB-PFL;Coligado;2;61,41;55,70;3,71;48,70;92,06;90,26;4,30;0,065;0,12;14,03;0,64
BA;2925006;Planalto;PMDB-PSDB-PFL;Coligado;2;61,68;54,59;6,34;49,96;82,49;186,95;33,33;0,119;0,49;10,05;0,53
BA;2931053;Tanque Novo;PMDB-PSDB-PFL;Coligado;2;66,41;37,61;6,26;45,30;81,16;150,04;35,74;0,086;0,29;5,63;0,54
BA;2904407;Brejolândia;PMDB-PSDB-PFL;Não-coligado;2;66,81;36,30;8,00;42,49;85,97;126,81;25,75;0,110;0,16;10,84;0,57
BA;2910800;Feira de Santana;PMDB-PSDB-PFL;Coligado;4;67,93;32,83;8,34;17,54;59,47;412,85;12,82;0,415;4,46;17,29;0,61
BA;2903003;Barra do Mendes;PMDB-PSDB-PFL;Coligado;4;64,84;42,86;8,43;27,34;80,14;174,25;16,79;0,197;0,28;7,98;0,54
BA;2905701;Camaçari;PMDB-PSDB-PFL;Coligado;3;67,45;34,32;8,37;16,20;64,60;334,43;7,30;0,368;1,58;24,87;0,57
BA;2906006;Campo Formoso;PMDB-PSDB-PFL;Coligado;3;62,63;50,89;6,32;41,81;83,79;178,76;13,81;0,153;0,99;10,53;0,63
BA;2900306;Acajutiba;PMDB-PSDB-PFL;Coligado;2;60,82;58,09;7,44;39,10;82,26;155,56;31,22;0,170;0,38;10,76;0,56
BA;2902658;Banzaê;PMDB-PSDB-PFL;Coligado;2;63,43;47,88;8,28;47,04;85,78;131,94;13,19;0,075;0,00;5,25;0,47
BA;2925303;Porto Seguro;PMDB-PSDB-PFL;Coligado;3;67,12;35,33;6,94;23,94;64,00;391,35;18,99;0,256;3,50;15,90;0,62
BA;2925253;Ponto Novo;PMDB-PSDB-PFL;Coligado;2;62,63;50,89;6,13;45,38;88,30;123,53;0,85;0,102;0,66;18,21;0,55
BA;2907905;Cipó;PMDB-PSDB-PFL;Coligado;2;62,55;51,19;6,57;41,29;80,79;185,12;19,57;0,175;0,91;9,42;0,57
BA;2912509;Ibipitanga;PMDB-PSDB-PFL;Coligado;3;66,65;36,81;6,04;49,27;76,26;187,73;17,72;0,068;0,00;12,27;0,55
BA;2930303;Serra Dourada;PMDB-PSDB-PFL;Coligado;2;65,21;41,57;8,23;43,67;86,98;136,27;32,11;0,163;0,10;14,69;0,60
BA;2928901;São Desidério;PMDB-PSDB-PFL;Coligado;2;64,30;44,73;5,82;48,58;80,03;163,73;4,58;0,130;0,19;9,53;0,55
BA;2933000;Valente;PMDB-PSDB-PFL;Coligado;3;64,39;44,43;7,80;34,73;79,79;207,37;17,50;0,217;1,97;6,58;0,55
BA;2913705;Inhambupe;PMDB-PSDB-PFL;Coligado;3;62,79;50,28;6,97;46,02;84,91;156,39;13,68;0,131;0,64;10,78;0,55
BA;2917508;Jacobina;PMDB-PSDB-PFL;Coligado;3;63,76;46,70;7,67;30,06;73,37;289,33;11,89;0,258;2,82;14,86;0,65
BA;2924900;Planaltino;PMDB-PSDB-PFL;Coligado;3;63,09;49,16;6,99;56,06;86,07;143,01;49,38;0,058;0,00;8,45;0,49
BA;2910859;Filadélfia;PMDB-PSDB-PFL;Coligado;3;61,59;54,96;6,42;41,57;91,25;105,64;30,29;0,107;0,89;16,37;0,54
BA;2932804;Utinga;PMDB-PSDB-PFL;Coligado;2;60,14;60,93;6,52;38,63;84,45;155,39;20,58;0,125;0,30;10,15;0,54
BA;2914000;Ipirá;PMDB-PSDB-PFL;Coligado;3;61,92;53,66;6,68;46,34;81,80;175,90;12,53;0,099;0,51;11,91;0,57
BA;2900355;Adustina;PMDB-PSDB-PFL;Coligado;2;60,05;61,33;6,01;55,47;81,70;171,39;30,52;0,080;0,42;2,85;0,50
BA;2905404;Cairu;PMDB-PSDB-PFL;Coligado;2;66,65;36,81;5,41;34,52;81,80;165,54;6,35;0,173;1,26;14,71;0,49
BA;2908705;Condeúba;PMDB-PSDB-PFL;Coligado;2;65,81;39,58;6,07;47,28;82,52;199,91;15,37;0,089;0,51;8,73;0,64
BA;2928950;São Domingos;PMDB-PSDB-PFL;Coligado;2;62,77;50,36;8,32;35,30;84,60;169,10;9,27;0,191;0,15;7,33;0,41
BA;2929800;Saúde;PMDB-PSDB-PFL;Coligado;2;62,63;50,89;7,02;40,84;81,87;151,98;7,64;0,137;0,69;19,04;0,57
BA;2911907;Iaçu;PMDB-PSDB-PFL;Coligado;2;59,20;65,00;6,59;41,01;81,02;173,42;17,84;0,150;0,73;15,37;0,55
BA;2929057;São Félix do Coribe;PMDB-PSDB-PFL;Coligado;7;66,53;37,22;8,03;33,04;76,15;193,74;5,34;0,194;0,30;14,37;0,56
BA;2915353;Itaguaçu da Bahia;PMDB-PSDB-PFL;Coligado;3;62,05;53,16;5,42;43,54;86,71;130,99;20,46;0,095;0,39;8,73;0,56
BA;2924009;Paulo Afonso;PMDB-PSDB-PFL;Coligado;2;68,90;29,99;8,43;28,31;62,44;342,92;4,77;0,338;4,78;20,18;0,59
BA;2910008;Dário Meira;PMDB-PSDB-PFL;Coligado;3;63,45;47,81;5,69;56,70;90,16;105,61;21,26;0,095;0,00;18,74;0,49
BA;2931202;Taperoá;PMDB-PSDB-PFL;Coligado;2;62,54;51,24;5,96;45,13;86,61;150,21;5,75;0,162;0,86;10,58;0,59
BA;2926707;Rio de Contas;PMDB-PSDB-PFL;Coligado;2;66,55;37,16;7,70;33,58;78,45;195,57;10,72;0,207;0,60;10,02;0,54
BA;2911105;Formosa do Rio Preto;PMDB-PSDB-PFL;Coligado;3;64,30;44,73;6,63;43,03;84,16;280,66;2,59;0,159;0,94;19,74;0,80
BA;2918803;Laje;PMDB-PSDB-PFL;Coligado;2;66,91;35,98;7,99;45,14;78,38;199,14;9,09;0,129;0,91;4,22;0,54
BA;2932903;Valença;PMDB-PSDB-PFL;Coligado;2;65,17;41,73;6,94;33,62;74,51;260,46;5,80;0,265;1,78;13,70;0,60
BA;2929404;São Miguel das Matas;PMDB-PSDB-PFL;Coligado;2;67,52;34,10;7,01;37,70;78,09;202,61;14,95;0,099;0,00;2,79;0,49
BA;2914406;Iraquara;PMDB-PSDB-PFL;Coligado;3;62,10;52,94;8,11;35,44;83,18;147,54;23,71;0,157;0,20;8,04;0,55
BA;2918001;Jequié;PMDB-PSDB-PFL;Coligado;3;65,78;39,66;7,62;29,57;70,65;275,94;9,10;0,298;3,11;21,26;0,58
BA;2913200;Ibotirama;PMDB-PSDB-PFL;Coligado;3;67,26;34,90;7,37;32,77;75,18;285,06;12,16;0,224;1,50;16,96;0,67
BA;2911501;Gongogi;PMDB-PSDB-PFL;Coligado;2;64,05;45,65;5,61;50,07;90,68;119,21;14,37;0,114;0,00;26,90;0,50
BA;2919801;Macaúbas;PMDB-PSDB-PFL;Coligado;2;66,40;37,62;6,86;45,41;85,05;157,83;12,89;0,141;0,83;15,89;0,64
BA;2901155;América Dourada;PMDB-PSDB-PFL;Coligado;3;62,05;53,16;6,71;39,06;88,88;134,24;29,12;0,126;0,27;15,60;0,56
BA;2912004;Ibiassucê;PMDB-PSDB-PFL;Coligado;2;67,24;34,96;7,63;39,78;78,42;190,18;16,30;0,125;0,37;5,14;0,55
BA;2911402;Glória;PMDB-PSDB-PFL;Coligado;3;67,84;33,11;7,08;45,11;80,31;176,64;18,06;0,118;0,41;12,39;0,61
BA;2902609;Baixa Grande;PMDB-PSDB-PFL;Coligado;5;66,91;35,98;8,01;39,17;84,80;148,57;16,05;0,118;0,59;10,23;0,54
BA;2920205;Malhada;PMDB-PSDB-PFL;Coligado;2;62,59;51,06;6,93;50,37;91,32;116,73;24,96;0,107;0,09;11,10;0,52
BA;2905156;Caetanos;PMDB-PSDB-PFL;Coligado;3;63,89;46,22;4,95;50,88;83,04;129,49;25,55;0,048;0,00;28,81;0,59
BA;2922656;Nordestina;PMDB-PSDB-PFL;Coligado;2;61,71;54,50;6,27;49,08;90,02;117,63;6,56;0,063;0,10;7,13;0,50
BA;2927309;Salinas da Margarida;PMDB-PSDB-PFL;Coligado;2;61,41;55,70;8,02;20,42;85,26;148,32;19,65;0,275;0,62;12,93;0,50
BA;2901106;Amélia Rodrigues;Outros;Coligado;5;65,37;41,04;8,00;23,39;74,36;248,20;14,19;0,308;1,79;27,76;0,56
BA;2923357;Ourolândia;Outros;Coligado;2;59,07;65,59;5,48;51,04;86,68;133,36;22,79;0,080;0,62;17,71;0,56
BA;2901403;Angical;Outros;Coligado;3;66,20;38,27;6,58;41,62;87,04;141,71;27,27;0,142;0,10;16,84;0,51
BA;2907400;Catolândia;Outros;Coligado;2;65,79;39,64;6,68;43,54;83,09;125,66;5,39;0,147;0,38;18,02;0,53
BA;2902302;Aratuípe;Outros;Coligado;2;62,86;50,02;6,51;44,84;87,32;164,95;18,20;0,181;0,51;8,52;0,55
BA;2906204;Canarana;Outros;Coligado;3;61,68;54,59;7,15;31,10;80,03;180,71;34,39;0,147;0,23;7,48;0,58
BA;2922607;Nilo Peçanha;Outros;Coligado;2;63,41;47,97;5,84;41,71;86,74;139,29;8,95;0,100;0,65;10,88;0,50
BA;2904506;Brotas de Macaúbas;Outros;Coligado;3;63,94;46,02;6,61;32,74;86,25;124,80;15,63;0,114;0,54;16,93;0,69
BA;2931905;Tucano;Outros;Coligado;3;60,34;60,08;6,40;48,02;85,25;150,91;11,33;0,130;0,56;14,03;0,55
BA;2911857;Heliópolis;Outros;Coligado;4;61,87;53,86;6,40;52,17;86,12;148,66;13,45;0,074;0,00;3,70;0,51
BA;2922755;Nova Ibiá;Outros;Coligado;2;62,83;50,13;5,98;43,67;85,78;160,32;21,64;0,121;0,33;8,03;0,48
BA;2908804;Contendas do Sincorá;Outros;Coligado;3;61,19;56,56;6,57;40,76;82,48;181,91;13,49;0,128;0,62;7,54;0,52
BA;2931509;Teofilândia;Outros;Coligado;3;62,77;50,36;4,78;42,63;85,78;168,95;11,75;0,135;1,68;20,48;0,66
BA;2921054;Matina;Outros;Coligado;2;66,12;38,54;7,46;53,24;92,14;88,51;3,04;0,110;0,00;2,75;0,60
BA;2933505;Wenceslau Guimarães;Outros;Coligado;3;64,84;42,86;4,94;58,37;87,26;140,00;16,04;0,115;0,34;11,05;0,51
BA;2902500;Baianópolis;Outros;Coligado;2;62,34;52,02;6,45;53,67;87,53;148,44;13,70;0,105;0,20;17,45;0,70
BA;2932507;Una;Outros;Coligado;5;62,83;50,13;5,38;47,17;85,78;161,71;28,25;0,098;0,80;16,68;0,54
BA;2922102;Mundo Novo;Outros;Não-coligado;3;65,79;39,61;6,66;38,14;81,69;172,29;26,87;0,162;0,39;13,04;0,56
BA;2930758;Sítio do Mato;Outros;Coligado;3;63,41;47,97;6,17;39,81;89,23;109,28;16,85;0,113;0,13;10,73;0,57
BA;2913804;Ipecaetá;Outros;Coligado;2;63,50;47,63;6,55;43,57;86,90;136,22;15,86;0,064;0,26;7,65;0,48
BA;2923704;Paratinga;Outros;Coligado;2;64,42;44,32;7,14;40,58;89,75;96,99;8,59;0,132;0,44;12,30;0,66
BA;2933406;Wagner;Outros;Coligado;3;61,76;54,27;7,23;38,16;81,21;210,70;32,83;0,202;0,59;14,64;0,61
BA;2927507;Santa Bárbara;Outros;Coligado;2;63,74;46,77;6,73;40,06;85,77;149,12;14,41;0,185;0,86;8,19;0,52
BA;2902005;Aracatu;Outros;Coligado;2;64,68;43,41;6,08;53,05;84,86;134,64;14,12;0,066;0,46;2,92;0,55
BA;2904308;Brejões;Outros;Coligado;2;65,76;39,74;6,43;41,12;79,32;203,07;39,00;0,161;0,69;5,68;0,46
BA;2908903;Coração de Maria;Outros;Coligado;2;63,45;47,81;6,53;39,41;84,04;181,35;31,05;0,174;0,55;8,31;0,58
BA;2927804;Santa Cruz da Vitória;Outros;Coligado;2;64,05;45,65;7,45;46,72;87,13;148,95;20,30;0,154;1,13;10,52;0,44
BA;2910727;Eunápolis;Outros;Coligado;3;65,34;41,13;8,07;27,47;63,31;398,68;24,79;0,301;2,68;17,13;0,63
BA;2925709;Presidente Jânio Quadros;Outros;Coligado;3;65,23;41,52;5,50;56,09;83,57;140,22;16,23;0,035;0,16;8,99;0,52
BA;2930600;Serrolândia;Outros;Não-coligado;4;64,93;42,54;7,35;41,43;81,51;167,64;27,53;0,157;0,87;10,41;0,60
BA;2929701;Sátiro Dias;Outros;Coligado;4;61,21;56,49;6,06;51,29;89,61;103,39;7,63;0,094;0,06;7,74;0,59
BA;2925907;Quijingue;Outros;Coligado;2;59,23;64,86;5,22;55,42;90,82;109,15;9,54;0,074;0,50;13,89;0,65
BA;2903953;Bom Jesus da Serra;Outros;Coligado;2;63,89;46,22;5,03;50,88;92,30;96,01;22,58;0,046;0,31;11,31;0,52
BA;2929008;São Félix;Outros;Coligado;2;63,23;48,62;7,04;29,86;79,59;223,36;11,20;0,251;1,38;17,95;0,58
BA;2930709;Simões Filho;Outros;Coligado;2;66,62;36,91;8,45;15,48;66,58;304,53;12,74;0,371;1,41;28,24;0,57
BA;2913002;Ibitiara;Outros;Coligado;2;66,54;37,18;6,72;34,91;79,65;167,82;22,85;0,101;0,46;7,04;0,49
BA;2921203;Miguel Calmon;Outros;Coligado;1;61,99;53,37;6,68;32,80;80,69;172,52;17,09;0,148;0,62;7,91;0,55
BA;2903235;Barro Alto;Outros;Não-coligado;3;62,59;51,06;8,54;29,18;82,53;151,50;23,34;0,136;0,00;3,44;0,47
BA;2901502;Anguera;Outros;Coligado;3;62,75;50,43;7,57;35,48;85,88;137,73;16,95;0,176;0,15;9,21;0,52
BA;2907707;Chorrochó;Outros;Coligado;4;63,93;46,06;6,87;39,75;88,79;140,19;3,62;0,172;3,53;15,13;0,64
BA;2933604;Xique-Xique;Outros;Coligado;3;61,76;54,27;6,25;38,59;84,36;149,05;12,55;0,175;0,40;20,28;0,59
BA;2916401;Itapetinga;Outros;Coligado;2;65,78;39,66;8,01;29,17;67,93;318,70;3,02;0,291;2,79;16,97;0,57
BA;2910701;Euclides da Cunha;Outros;Coligado;3;62,77;50,36;6,69;45,80;83,11;162,84;12,23;0,130;0,70;11,40;0,58
BA;2927903;Santa Inês;Outros;Coligado;2;65,76;39,74;7,98;45,08;80,67;201,86;22,25;0,191;1,23;13,31;0,51
BA;2906808;Cansanção;Outros;Coligado;2;61,71;54,50;5,75;49,17;90,45;112,83;9,40;0,088;0,59;19,10;0,65
BA;2917706;Jaguarari;Outros;Coligado;3;65,05;42,13;7,05;36,96;75,51;211,42;14,70;0,196;1,42;13,44;0,59
BA;2918357;João Dourado;Outros;Coligado;3;59,60;63,23;6,45;36,36;78,82;203,31;35,06;0,182;0,68;18,15;0,53
BA;2905909;Campo Alegre de Lourdes;Outros;Coligado;4;63,88;46,26;6,02;47,65;78,99;185,85;16,91;0,075;0,28;7,38;0,61
BA;2923035;Novo Horizonte;Outros;Coligado;2;67,84;33,11;7,22;35,43;75,43;213,91;17,77;0,098;0,36;5,63;0,59
BA;2922854;Nova Redenção;Outros;Coligado;2;61,19;56,56;6,32;46,71;83,61;143,37;41,11;0,108;0,28;7,92;0,54
BA;2931608;Teolândia;Outros;Coligado;2;64,84;42,86;5,96;54,67;86,56;122,62;17,57;0,074;0,29;10,05;0,56
BA;2923001;Nova Viçosa;Outros;Coligado;3;63,76;46,70;7,89;37,63;75,50;255,08;31,54;0,198;1,37;13,98;0,60
BA;2917334;Iuiú;Outros;Coligado;2;64,49;44,08;7,58;46,56;87,52;142,58;27,85;0,133;0,00;12,68;0,57
BA;2911808;Guaratinga;Outros;Coligado;3;62,53;51,29;5,65;51,86;86,65;161,67;18,66;0,098;0,74;8,22;0,53
BA;2933174;Varzedo;Outros;Coligado;2;65,51;40,57;6,39;39,06;83,67;150,83;27,26;0,101;0,15;5,01;0,49
BA;2909505;Cravolândia;Outros;Coligado;2;65,78;39,66;8,84;48,30;87,01;151,57;23,71;0,136;0,73;8,19;0,55
BA;2925402;Potiraguá;Outros;Coligado;2;64,40;44,40;6,64;45,03;88,31;135,80;8,31;0,180;0,40;18,35;0,45
BA;2924801;Piritiba;Outros;Coligado;3;64,93;42,54;7,45;37,66;84,34;175,24;18,60;0,146;1,45;10,68;0,56
BA;2926657;Ribeirão do Largo;Outros;Coligado;2;62,77;50,36;5,18;55,27;87,08;152,68;21,79;0,076;0,57;12,87;0,44
BA;2909406;Cotegipe;Outros;Não-coligado;3;63,74;46,77;6,38;50,97;86,21;150,64;15,65;0,115;0,27;6,99;0,53
BA;2923050;Novo Triunfo;Outros;Coligado;2;63,45;47,81;8,52;45,55;86,82;125,05;1,71;0,166;0,00;11,38;0,50
BA;2901957;Apuarema;Outros;Coligado;3;63,97;45,93;7,79;50,44;88,62;136,25;12,87;0,079;0,00;10,13;0,52
BA;2925931;Quixabeira;Outros;Coligado;3;62,75;50,43;7,96;45,94;84,51;127,75;38,57;0,126;0,31;7,66;0,55
BA;2906600;Candiba;Outros;Coligado;3;67,91;32,89;8,40;43,18;87,35;140,48;20,65;0,152;0,89;18,64;0,55
BA;2916807;Itarantim;Outros;Coligado;4;66,10;38,62;6,21;35,80;81,96;196,31;5,59;0,180;1,17;14,25;0,54
BA;2922003;Mucuri;Outros;Coligado;3;65,72;39,85;8,28;33,74;67,57;350,61;23,61;0,272;3,51;8,76;0,61
BA;2920452;Mansidão;Outros;Coligado;2;66,81;36,30;6,10;33,31;91,12;88,61;10,17;0,144;0,40;17,43;0,69
BA;2912707;Ibirapitanga;Outros;Coligado;2;64,05;45,65;6,03;52,92;86,90;140,03;22,26;0,118;0,24;23,76;0,57
BA;2918506;Jussara;Outros;Coligado;2;59,60;63,23;6,69;42,83;85,59;148,78;23,52;0,126;0,28;12,76;0,57
BA;2923100;Olindina;Outros;Coligado;2;65,51;40,57;6,65;41,40;85,00;172,17;13,23;0,150;0,73;10,77;0,56
BA;2915403;Itaju do Colônia;Outros;Coligado;3;62,79;50,28;6,42;43,55;84,68;190,09;12,77;0,174;0,75;13,94;0,54
BA;2931350;Teixeira de Freitas;Outros;Coligado;4;65,72;39,85;8,48;28,35;62,31;401,72;16,95;0,299;2,98;16,90;0,62
BA;2924108;Pedrão;PMDB-PSDB-PFL;Coligado;5;64,94;42,52;7,18;35,33;90,17;116,55;46,33;0,161;0,00;14,44;0,51
BA;2906709;Cândido Sales;PMDB-PSDB-PFL;Coligado;2;64,87;42,75;7,53;44,08;76,98;223,00;39,29;0,138;0,36;16,04;0,54
